source	line	kind	text	feature_id	destination	disposition
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	41	bullet	**Character Memory Profile**: Local per-character profile containing logs, memories, commands, Soul.md, settings, packs, and exports.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	42	bullet	**Privacy Firewall**: Boundary that shows what AI can see, what was redacted, provider family, token estimates, memory IDs, and transcript lines included.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	44	heading	Required Behavior	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	46	bullet	Core gameplay must be prioritized above all optional systems.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	47	bullet	Manual command input must remain usable under optional subsystem load.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	48	bullet	Emergency stop must be globally available and fast.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	49	bullet	Optional systems must be opt-in, cancelable, degradable, and measurable.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	50	bullet	User data must be local-first, exportable, and protected.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	51	bullet	Remote calls require explicit consent and privacy-mode compliance.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	52	bullet	Headless and desktop must share the same safety/privacy/domain boundaries.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	53	bullet	Product docs must clearly state which features are planned vs implemented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	55	heading	Inputs	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	57	bullet	User world connection settings.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	58	bullet	Manual commands.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	59	bullet	MUD server text/protocol bytes.	-	SPEC-006; EP-007; EP-011	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	60	bullet	Local profile settings.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	61	bullet	Optional consent choices.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	62	bullet	Optional packages/assets/providers.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	64	heading	Outputs	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	66	bullet	Terminal display and scrollback.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	67	bullet	Outbound MUD commands.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	68	bullet	Local logs/transcripts/replay fixtures.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	69	bullet	User-visible diagnostics.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	70	bullet	Optional AI suggestions/voice/rendering/soundscape outputs when consented.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	71	bullet	Headless JSONL events once implemented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	73	heading	Error States	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	75	bullet	Connection failure.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	76	bullet	Protocol negotiation failure.	-	SPEC-006; EP-007; EP-011	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	77	bullet	Command rejected by safety gate.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	78	bullet	Emergency stop active.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	79	bullet	Optional subsystem unavailable.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	80	bullet	Privacy mode blocks action.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	81	bullet	Missing consent.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	82	bullet	Package/update/asset provenance failure.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	83	bullet	Persistence unavailable or lagging.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	85	heading	Data Rules	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	87	bullet	Data is local-first and exportable.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	88	bullet	Transcripts are append-only chunks once persistence exists.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	89	bullet	FTS indexes searchable metadata/content asynchronously.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	90	bullet	Vector records are selected facts/summaries only.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	91	bullet	Secrets are stored only through Secrets Vault.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	92	bullet	Diagnostic export is previewed and consented.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	94	heading	Security Rules	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	96	bullet	No hidden automation or telemetry.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	97	bullet	Secrets never enter AI/scripts/plugins/logs/help/diagnostics.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	98	bullet	Local Only Lockdown disables remote-capable behavior.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	99	bullet	Automation commands are source-visible, gated, audited, and reversible.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	100	bullet	Updates/packages/assets are signed/provenance-aware before trust.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	102	heading	Accessibility Rules	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	104	bullet	Raw text mode.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	105	bullet	Keyboard-accessible core controls.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	106	bullet	Text-only fallback.	WM-FEAT-0073	SPEC-013; SPEC-014; EP-015 through EP-020	feature-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	107	bullet	No-animation/static/low-power modes.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	108	bullet	Spoken summaries and subtitles for voice features in scope.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	109	bullet	Visible mic/listening state for voice features in scope.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	110	bullet	No color-only critical status.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	112	heading	Performance Rules	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	114	bullet	P0 hot path must not wait on optional systems.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	115	bullet	Target budgets must be treated as unvalidated until benchmarks exist.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	116	bullet	Terminal UI must use dedicated buffer, viewport rendering, and batched updates.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	117	bullet	No React state update per incoming line.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	118	bullet	No one-IPC-event-per-line design.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	119	bullet	Optional systems must drop/coalesce/defer/disable under load.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	121	heading	Observability Rules	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	123	bullet	Local structured logs by default.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	124	bullet	Telemetry off by default.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	125	bullet	Redaction markers required.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	126	bullet	Queue depth, latency, and degradation metrics required for implemented runtime paths.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	127	bullet	Diagnostic bundles user-reviewed before external submission.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	129	heading	Required Tests	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	131	bullet	Product scope tests are documentation/validation tests until runtime exists.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	132	bullet	Future runtime tests must cover core gameplay, safety gates, privacy defaults, optional subsystem degradation, and exportability.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	133	bullet	Production readiness check must fail until implemented evidence exists.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	135	heading	Acceptance Criteria	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	137	bullet	Product scope is clear and non-goals are explicit.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	138	bullet	Optional subsystems cannot be interpreted as P0 dependencies.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	139	bullet	Roadmap points to ExecPlans.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-000-product-scope.md	140	bullet	Specs and architecture preserve local-first and performance requirements.	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	1	heading	SPEC-001: Core Domain	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	3	heading	Status	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	7	heading	Owner	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	11	heading	Linked Roadmap Phase	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	15	heading	Linked ExecPlans	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	19	heading	User-Visible Goal	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	23	heading	Non-goals	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	25	bullet	No sockets, UI rendering, database drivers, provider SDKs, voice/renderer engines, telemetry upload, package installer, or updater implementation in domain.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	26	bullet	No real MUD connection in this spec.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	27	bullet	No AI decisions sent as commands without service-layer safety gates.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	29	heading	Terms	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	31	bullet	**World**: User-configured text world endpoint and protocol preferences.	-	SPEC-006; EP-007; EP-011	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	32	bullet	**Session**: Active connection context for one world/profile.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	33	bullet	**CommandSource**: Manual, macro, trigger, timer, script, plugin, voice, AI copilot, autopilot, system.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	34	bullet	**RiskTier**: Classification controlling confirmation and permission requirements.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	35	bullet	**PriorityRing**: P0/P1/P2/P3/P4 runtime priority classification.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	36	bullet	**EmergencyStop**: Global/per-session state that prevents automation and prioritizes safety.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	38	heading	Required Behavior	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	40	bullet	Define priority rings:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	41	bullet	P0: socket I/O, terminal output, manual input, command send, connection health, emergency stop.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	42	bullet	P1: bounded gameplay logic, triggers/macros/timers essential to play.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	43	bullet	P2: AI assistance and memory summarization.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	44	bullet	P3: renderer, voice, soundscape, visual emits.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	45	bullet	P4: maintenance, indexing, package/update checks.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	46	bullet	Define command source visibility and safety policy.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	47	bullet	Define privacy modes: disabled, local-only, local-preferred, remote-redacted, remote-approved.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	48	bullet	Define consent gates for AI, telemetry, voice capture, routing, package install, plugin permissions, autopilot.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	49	bullet	Define Local Only Lockdown deny rules.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	50	bullet	Define emergency stop semantics: P0, immediate, blocks non-manual outbound commands, cancels optional workers.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	51	bullet	Define typed domain errors.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	53	heading	Inputs	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	55	bullet	World/profile IDs.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	56	bullet	Command text and source.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	57	bullet	Connection state.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	58	bullet	Emergency stop state.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	59	bullet	Privacy mode.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	60	bullet	Consent state.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	61	bullet	Command risk metadata.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	62	bullet	Optional subsystem status.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	64	heading	Outputs	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	66	bullet	Accepted/rejected command decision.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	67	bullet	Priority classification.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	68	bullet	User-safe error code.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	69	bullet	Audit event intent.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	70	bullet	Privacy decision.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	71	bullet	Consent requirement.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	72	bullet	Emergency stop effect.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	74	heading	Error States	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	76	bullet	Invalid command text.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	77	bullet	Disconnected session.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	78	bullet	Emergency stop active.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	79	bullet	Missing permission.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	80	bullet	Missing consent.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	81	bullet	Privacy mode denial.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	82	bullet	Local Only Lockdown denial.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	83	bullet	Unknown command source.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	84	bullet	Risk tier requires confirmation.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	85	bullet	Unsafe automation route.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	87	heading	Data Rules	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	89	bullet	Domain types must be serializable only when contracts require it.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	90	bullet	Domain layer must not know SQLite table names.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	91	bullet	Domain layer must not contain real secrets.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	92	bullet	IDs must be opaque/pseudonymous where exposed to logs/JSONL.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	94	heading	Security Rules	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	96	bullet	Manual commands are distinguishable from automation.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	97	bullet	Non-manual commands require source visibility and permission.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	98	bullet	AI/voice/autopilot commands require safety gate checks.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	99	bullet	Local Only Lockdown denies remote-capable behavior.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	100	bullet	Prompt injection defenses must treat server text and AI text as untrusted.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	102	heading	Accessibility Rules	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	104	bullet	Domain exposes enough state for UI to show emergency stop, privacy mode, mic/listening state, and text-only fallback.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	105	bullet	Domain errors must be user-safe and screen-reader-friendly after mapping.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	107	heading	Performance Rules	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	109	bullet	Domain functions must be pure and fast.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	110	bullet	Domain checks must not perform IO.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	111	bullet	P0 decisions must be constant or bounded-time.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	112	bullet	Risk/permission checks must not require database or provider calls on the hot path.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/specs/SPEC-001-core-domain.md	114	heading	Observability Rules	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
